卫生间	装修_毛	容积率_	绿化率_	物业费_	面积	地铁	学校	X	Y	建造年	房价
1	2	1.2	0.35	0.5	92.7	2411.10822	802.2977975	423641.0664	4420052.572	26	333
1	1	2.5	0.2	0.7	90	3531.756705	865.7185142	423082.9773	4421022.141	26	378
1	2	1.3	0.3	0.68	64.1	4213.099897	525.868975	421884.9461	4421137.068	31	225
4	2	1.1	0.3	1.4	192.6	6291.7529	1321.558558	423094.2103	4428732.297	36	1680
2	0	1.6	0.2	0.5	191	6802.210786	861.6132218	422889.1271	4428259.585	42	977
2	2	1.1	0.3	4	139.3	2969.37047	321.5847056	422515.3256	4420065.588	37	980
3	0	1.1	0.2	4	285	3356.883592	141.9278487	422367.7362	4420431.244	38	1500
1	1	1	0.2	0.9	76.2	2968.838729	889.0720118	423225.7266	4420448.14	9	239
1	2	1.9	0.3	0.52	81	3067.630606	1157.729912	423493.5891	4420719.246	25	335
1	1	1.3	0.3	0.9	84.4	5268.346836	257.4258698	422084.2281	4422443.516	23	272
1	2	1.93	0.42	1.3	63.7	1260.642855	447.3974753	423737.6671	4418788.722	18	245
1	1	1.8	0.3	0.65	66.8	2435.314262	797.1111514	423460.4417	4419962.673	16	245
1	1	1.2	0.3	0.9	59.5	3785.083735	607.9663831	422678.9531	4421077.108	14	203
1	1	1.3	0.3	0.9	78.5	3817.960246	907.5385376	423093.4582	4421355.252	15	299
1	1	2	0.3	1	81.7	1600.155557	112.6826136	423889.5037	4419241.951	17	242
1	2	1.5	0.3	0.6	122	4314.978122	772.2977951	422665.8157	4421683.657	21	350
1	2	1.2	0.26	0.55	86.7	3883.420778	368.6421105	421468.6859	4420388.783	24	308
2	1	1.5	0.3	0.8	122.2	5014.925973	245.0174354	421818.3167	4422216.512	24	536
1	1	2.1	0.35	0.6	65	1220.58977	455.4179405	423554.8468	4418657.985	19	234
1	1	2.08	0.33	0.9	64.1	4175.355672	851.5315316	422469.7271	4421410.629	16	220
1	2	1.8	0.2	0.43	77.6	3784.059061	856.5314835	423271.2224	4421406.161	14	248
1	1	1.2	0.32	0.5	108	1903.101782	413.3812633	423910.913	4419623.102	22	375
1	1	2.87	0.3	0.9	89.1	3944.880413	707.1036175	423201.9177	4421550.905	34	342
1	1	1.3	0.21	0.9	75.3	3691.280435	920.3007815	423034.6904	4421178.325	7	239
1	1	1	0.16	3	62	2682.641917	816.6474435	423194.3754	4420099.79	15	230
0	1	0.5	0.3	0.9	32	404.7123491	423.9369118	446640.3455	4415172.806	20	460
1	1	0.5	0.2	0.9	100	455.1867887	293.0017323	446913.7331	4416093.83	9	1100
1	0	4	0.28	4.79	88.2	781.5763479	86.3490373	442209.4249	4416142.203	20	1350
1	1	3.2	0.36	3.18	98.8	902.3542855	169.1233635	442746.4228	4416144.708	24	1543
1	2	3	0.3	1.66	39	320.0083218	282.2874256	446804.7523	4423522.468	26	600
1	2	4	0.4	0.5	57.8	557.0324231	37.63036209	446552.4341	4423399.203	8	890
1	1	1.8	0.2	0.5	64.3	198.9867496	233.6402893	445995.9714	4423393.431	11	985
1	2	1.4	0.2	4.3	145.6	383.9108282	265.1859479	446710.1452	4423590.448	26	1450
1	1	4	0.4	1.7	70	321.2284826	358.6035841	447145.4495	4424180.423	19	1160
2	2	2.8	0.4	2.55	109.1	148.7929818	523.3527161	447055.9983	4423846.694	24	1900
1	2	1.6	0.26	0.6	43.7	347.702839	53.01212301	446884.7367	4422237.039	12	760
1	1	2.15	0.3	1.2	58.4	280.702854	395.188227	447017.0612	4424217.796	7	920
1	1	2.6	0.3	0.63	78.7	100.8642903	173.5514006	446972.2961	4424476.775	10	1060
1	1	1.2	0.3	0.5	77.4	311.4875067	90.11072297	443207.3455	4419504.916	6	1050
1	1	1.3	0.2	1.2	60.7	289.9920944	324.0860486	445820.2986	4423790.719	8	950
1	2	0.8	0.3	1.5	89.3	151.7162958	397.6003561	445908.6907	4423682.201	9	1360
1	2	2.5	0.2	0.5	53.5	54.61145409	394.5519258	446077.4756	4423565.069	1	900
1	1	1.9	0.1	1.75	57.1	415.655484	176.7255076	446323.2252	4424112.041	7	860
1	2	1.5	0.3	0.55	54.4	696.7934623	346.8832651	446586.5546	4422546.834	24	825
1	1	0.8	0.15	0.5	69.5	738.7871165	317.8003665	446660.3105	4422908.069	9	1050
3	2	4.92	0.3	2.78	280	642.0517863	182.0155406	446530.036	4423188.877	40	4999
1	2	2.51	0.35	0.5	73.9	305.0209202	198.239875	447305.9779	4424081.837	16	910
1	2	2	0.3	0.84	62.8	274.2709366	180.5822493	446257.5812	4423438.499	11	970
1	2	2	0.25	0.8	54.2	126.7931267	487.6147612	447435.8049	4424617.221	2	810
1	2	2.6	0.2	0.5	50.3	395.4247523	147.6961015	446845.8397	4422325.253	24	799
1	2	1.2	0.3	3.5	93.7	961.8538888	113.6528169	446239.779	4422653.513	32	1685
1	1	1.2	0.31	0.9	85.4	564.9518827	288.1379872	446019.4244	4423025.952	21	1250
2	2	1.9	0.4	1.23	119.5	352.728614	175.5777172	446360.9721	4423707.452	24	1830
2	2	1.2	0.2	2.23	128.3	345.0377702	177.0540748	446348.0735	4423719.557	19	1880
1	2	1.2	0.3	3	106.9	515.3454803	89.08301189	446431.5331	4423909.834	32	1780
1	2	1.2	0.45	0.5	97.5	94.39623066	347.4998429	447092.0177	4423434.96	18	1600
1	2	1.6	0.4	0.5	98.8	152.78391	277.5735746	445877.2576	4423566.267	24	1543
1	3	1.8	0.26	1.6	59.4	284.9909713	384.0027702	446102.4284	4423863.61	12	820
1	1	2.51	0.35	0.5	74.9	130.883516	409.104749	447162.9959	4423891.916	7	1150
1	1	1.3	0.2	0.5	58	456.3270654	161.9429996	446730.0201	4423391.166	6	848
1	2	2.5	0.3	1.9	82	535.2709863	120.9926345	446666.9861	4423293.828	30	1270
1	2	1.96	0.3	3.68	90.8	1052.951144	357.3648212	446193.0546	4422414.579	29	1600
1	2	1.2	0.2	0.9	65.5	363.187579	344.8254138	446837.213	4424215.84	1	820
1	2	1.75	0.2	1	41.4	541.6995666	161.73733	446825.207	4423022.955	1	700
2	2	1.2	0.45	1.9	145	519.276858	292.491165	446745.3044	4424071.256	20	2400
1	2	1.5	0.3	0.54	79.7	654.5903947	196.0782346	446272.6824	4422983.518	11	1200
4	2	2.5	0.25	0.5	383	31.82507257	305.0971729	442768.7017	4419640.252	36	2680
2	2	3	0.3	2.98	181.3	869.6838925	237.0609376	471904.4494	4415464.568	33	1070
1	2	1.3	0.4	0.65	91.1	422.8080374	328.6096025	441317.1009	4436583.321	29	395
1	2	1.56	0.3	1.5	101	539.0969697	225.3688873	461779.5115	4419229.947	24	548
2	1	1.73	0.3	1.8	118.8	341.2090015	873.676277	461256.0682	4418776.983	26	580
1	1	1.2	0.3	0.8	44.2	284.0153117	644.0227542	462021.7517	4418586.916	6	240
1	1	1.6	0.3	1.3	88.8	336.4853529	430.7909953	461777.8536	4419024.399	23	458
1	2	1.97	0.3	0.8	88.9	169.5864437	597.2346804	461745.9012	4418860.609	25	416
1	3	2.15	0.3	0.9	68.7	839.2614132	252.0091608	460698.0672	4418187.565	14	339
1	2	2.5	0.3	1.48	117.4	525.4469185	481.3193758	462645.5548	4419215.149	28	529
1	2	1.2	0.33	1.3	69.5	469.2697706	217.6541961	460976.8237	4417918.384	12	320
1	2	1.2	0.3	0.6	74.4	360.0494162	767.0363405	461241.9605	4418561.69	21	398
1	2	2.5	0.3	0.9	73	253.2197972	620.5099268	462570.8152	4418819.722	31	340
1	1	1.2	0.3	0.6	57.3	501.1962836	633.4282868	461111.3664	4418470.138	6	245
1	1	1.5	0.3	1.7	47.5	673.7913658	186.1362444	462042.4919	4418004.365	21	331
2	2	1.46	0.33	1	103.7	607.562711	643.792826	462265.2419	4419000.803	27	545
1	1	1.2	0.3	1.48	101.5	679.4054373	600.1215552	462367.9128	4419236.774	27	520
2	1	2.5	0.37	2.04	118	394.1143211	773.6303737	461261.4695	4418906.169	21	547
1	2	1.4	0.3	1.2	57.2	547.4240107	135.6850074	460893.3568	4417916.058	11	291
1	1	2	0.3	0.8	52.7	353.5277927	631.4099976	462575.2996	4418985.966	31	280
1	1	1.2	0.3	0.9	42.7	841.3347412	34.7506345	463717.5653	4418289.021	6	249
1	2	1.6	0.3	0.85	84.8	355.5756562	530.9671843	461497.9693	4419022.704	19	466
1	2	2.81	0.35	0.6	53.3	133.5944566	802.4797707	461449.4198	4418685.148	10	285
2	1	2.1	0.3	0.6	117.9	653.0095042	378.7590246	462525.3293	4417745.184	31	489
1	1	1.97	0.3	0.9	56.6	429.7396943	782.0983534	462372.2104	4418744.427	29	350
1	2	1.6	0.3	0.85	94.4	205.2992342	717.6572966	461448.5204	4418833.239	20	386
1	2	1.5	0.35	1.2	64.5	304.2502511	314.3975945	442176.5926	4419639.131	20	505
3	1	4	0.35	2.7	231.6	284.318775	368.4872253	442071.425	4420469.41	28	2330
1	3	1.68	0.3	1	116.1	498.3671541	502.8575326	438107.1955	4419944.072	19	1139
1	1	1.2	0.3	1.1	91.2	224.8687919	276.2566674	438929.1929	4419573.552	21	905
1	2	3	0.3	1.8	63.4	652.8128736	667.5889601	437761.1856	4420089.913	18	428
1	2	1.5	0.3	2.98	58	549.2996634	589.5923946	437688.2661	4420011.6	31	515
1	2	3	0.3	2.85	77.7	422.0882301	278.172338	438120.4312	4419693.676	19	710
1	3	2.1	0.32	0.64	55.5	464.0346719	172.2375946	438955.0104	4419221.66	11	535
1	2	2.5	0.2	0.5	65.1	761.0085048	412.8053611	437458.4696	4418966.43	1	520
4	2	3.9	0.3	5.98	508	331.5353875	85.12099739	453233.668	4419504.785	36	1800
2	2	1.2	0.3	2.58	137.2	589.9822072	504.9334688	459949.7875	4423745.896	34	1100
4	0	2.5	0.3	7.68	390.5	846.4680984	1225.196408	462458.4872	4423698.693	38	4600
3	1	0.68	0.3	8.7	367.1	206.9957517	813.382849	459269.5363	4424230.547	31	4000
1	2	2.8	0.32	1.98	78.4	343.5316257	413.0712186	460101.1854	4422950.237	34	415
2	2	1.7	0.3	2.48	108.6	1220.250966	668.5391725	461460.6474	4421742.462	36	550
1	2	1.2	0.3	0.9	73.3	266.589901	613.9851444	459582.9961	4424149.706	42	500
2	2	1.7	0.3	0.62	119.4	1786.235139	764.2530274	461863.2209	4422446.459	29	585
1	2	1.2	0.3	0.5	46.7	711.6973218	706.6736918	459588.725	4423465.487	16	235
2	2	1.5	0.42	2.5	125.6	402.2593377	124.3573339	460650.3419	4423125.694	29	830
4	2	0.5	0.3	7.8	299.9	378.3716056	742.9157435	459419.1183	4423987.927	39	2550
1	1	2.07	0.31	2.2	106.8	1060.630259	484.1144971	461223.4943	4421990.141	34	648
1	1	2.8	0.3	2.2	74.1	1631.875552	979.374688	463429.6361	4423112.932	35	378
1	2	1.7	0.4	1.95	80.9	1483.425817	945.8044041	461488.8634	4422408.758	32	439
2	2	2.1	0.4	1.8	150.1	524.7395818	347.8603092	460688.235	4423563.235	21	920
1	2	1.2	0.3	1.85	52.1	1185.803339	832.1007346	461863.3455	4423417.865	36	245
2	2	1.5	0.4	1.79	127.4	427.571257	539.5479047	460347.6984	4423668.779	26	1095
1	2	1.19	0.3	2.58	93.1	616.2067062	222.1789835	459987.5619	4424109.514	35	638
2	2	1.7	0.3	0.62	133.5	1616.880335	937.2083817	461789.4244	4422067.923	21	580
2	1	1.7	0.3	0.95	137.7	1298.712887	721.4866347	461446.9769	4422073.53	25	660
2	2	2.1	0.4	2.5	155.3	207.5286559	132.0106429	460397.5527	4423088.657	30	880
1	1	2.5	0.2	0.9	84.5	1179.515992	700.7830575	461087.6958	4422404.02	32	459
2	2	1.2	0.45	1.8	129.4	352.6985325	633.2673037	460022.866	4423503.576	32	870
2	2	1.7	0.3	0.62	134.7	1515.275375	963.6866746	461756.6029	4421758.415	27	558
1	1	2.23	0.3	0.5	97.3	297.886801	96.74110867	452670.4605	4418928.544	13	745
1	1	0.9	0.15	0.5	58.5	345.8156078	611.2317191	452467.658	4418328.93	5	540
1	1	2.3	0.4	1.5	59.8	312.7688253	155.0085374	452763.3254	4419344.485	9	625
1	1	1.2	0.35	1.2	52.1	247.5628818	113.5349846	453047.7092	4419480.506	12	517
1	2	3	0.3	3.8	99.9	29.87281997	284.3389811	452973.5677	4419748.228	24	720
1	1	2.3	0.3	1.2	61.8	520.1321268	260.3157086	453336.5151	4419344.187	11	620
1	2	2.1	0.4	1.46	99.1	1515.722111	759.5050082	436459.5564	4415420.523	32	405
1	2	0.8	0.4	1.5	148	4751.316309	2116.618366	475558.756	4438524.673	31	449
2	2	0.8	0.8	1.95	201.8	5926.935044	2428.802733	475660.2013	4437039.761	26	710
1	1	2	0.3	3.2	148	269.0914678	1563.424104	461782.9993	4439481.041	31	430
1	2	1.1	0.52	0.58	101	1036.792522	777.1861954	460923.6333	4439197.249	31	400
2	2	1.3	0.8	2.45	72.7	5916.314401	2443.581272	475198.6598	4436735.915	30	310
2	3	1.5	0.3	2.98	126	1129.590321	1490.332898	409918.7362	4392674.277	25	399
1	0	2.17	0.37	1.48	77	1960.738829	735.3787256	429016.2359	4402590.577	31	430
2	2	3.25	0.37	2.59	148.4	320.5304525	257.3785001	454006.6972	4426534.043	25	898
1	2	1.56	0.3	2.4	108	1703.837317	554.0934957	465114.128	4415235.317	24	680
3	2	1.2	0.35	2.8	251	1858.072446	1450.591872	459221.4526	4408228.656	31	2050
2	1	1.6	0.3	0.58	132	875.0798072	574.3135995	442068.6727	4436250.499	42	788
1	2	1.2	0.4	1.16	94.4	1850.412468	1356.353869	446982.8496	4434564.879	29	490
1	2	2.5	0.3	0.5	77.2	59.77764998	546.4955466	462288.9117	4411226.832	30	375
1	1	1.06	0.3	2.3	101.7	2552.582751	1051.802055	463638.0103	4413775.92	27	380
1	2	1.16	0.4	0.5	122.4	2740.294074	1018.092092	461300.0545	4413812.581	26	490
1	2	0.66	0.35	0.8	99.4	676.0574562	649.3076016	462784.7816	4411595.888	22	409
4	2	1.03	0.4	2.2	129.4	1634.101781	1102.979051	461814.5422	4412796.405	22	730
2	2	2.38	0.36	2.2	95	476.1409466	938.9889146	462399.3508	4410760.884	25	499
3	2	2.6	0.35	2.2	166.3	534.9135313	532.8302829	461679.2744	4410774.538	32	950
3	1	0.7	0.5	1.6	209.1	534.6113533	883.5635985	462744.4297	4411362.462	28	1280
2	2	1.16	0.4	0.5	103.3	2393.162247	695.6238729	461245.9828	4413432.359	27	430
1	2	2.2	0.3	2.24	66.4	1164.45802	681.7686907	462096.1986	4412358.738	37	295
1	2	1.14	0.35	2.9	98	1753.831682	780.4053383	463401.0042	4412699.963	23	485
1	2	2.5	0.3	0.5	79.1	77.06524888	442.2578499	462193.8161	4411271.964	30	360
1	2	2.5	0.3	0.9	89	1470.559177	698.5026102	462217.7271	4412671.866	41	320
2	2	1.39	0.35	1.6	118.3	2282.831618	999.7126624	461617.212	4413419.12	30	570
1	2	2.6	0.3	2.28	105.8	1793.229272	403.6267599	414470.3854	4396483.109	37	200
3	2	3.8	0.37	1.5	190	844.7873286	543.8283555	412778.9372	4394192.656	35	495
3	1	0.42	0.7	3.58	251.1	3384.350467	1556.976059	420641.6807	4392600.507	27	899
1	2	2	0.3	2.59	95	5951.781918	1171.62353	419389.7334	4389710.419	33	215
2	2	1.26	0.48	2.95	139.1	2324.235672	697.8450139	419360.8959	4393438.127	31	265
2	2	1.46	0.36	0.9	147.7	5788.665565	773.4673534	420052.1236	4390023.754	24	220
1	1	1.5	0.35	2.98	105.8	3897.36589	867.804471	419524.8089	4391834.932	37	200
1	2	1.04	0.53	1.2	106	7034.69241	356.8508353	419877.8143	4388702.075	36	202
2	2	1.2	0.45	0.45	134	4472.835566	659.9244497	419391.4504	4391210.46	27	210
2	2	1.46	0.35	2.98	167.7	5719.497061	981.8767223	419750.7446	4390016.858	29	249
5	2	1.75	0.35	0.8	660.2	269.0268787	586.3181625	412225.245	4393706.405	26	3699
2	2	1.32	0.35	0.7	120	6271.76868	680.6176698	419845.1669	4389473.436	33	248
1	2	1.46	0.35	2.98	156.4	6086.095958	784.8711562	419774.3388	4389647.313	30	208
1	1	1.32	0.35	0.7	116	6590.495201	740.9748011	419832.1031	4389145.099	27	216
2	1	1.33	0.45	0.5	126	4193.355572	789.1668784	419545.3546	4391534.284	21	258
2	2	1.4	0.45	0.45	131.4	4089.380958	1088.233918	419808.9299	4391724.326	35	305
2	1	1.26	0.48	0.9	139.2	2278.088214	551.4655095	419023.4676	4393372.112	30	280
1	1	0.9	0.6	1	98.1	498.2652728	384.412008	445241.6339	4426787.024	23	1058
1	1	3.5	0.15	0.5	90.3	454.6932307	287.1354697	445454.8096	4426978.912	18	825
1	2	1.1	0.3	0.5	61.8	706.8102998	188.4109459	445459.6684	4426656.323	15	648
1	1	1	0.3	0.6	49.2	456.5354137	421.9783314	445586.5603	4427271.003	16	458
1	2	1.3	0.3	0.6	53.7	54.7055443	93.05339801	444884.0797	4427296.302	2	620
1	2	2.9	0.47	1.56	118.3	1036.107155	338.3640875	446077.3132	4426686.639	22	1050
1	2	2.57	0.3	1.83	86.3	809.3049066	416.1519542	459360.8483	4411872.942	33	435
1	2	2.4	0.3	3.8	95.4	496.5138183	178.0795442	459562.1548	4411495.23	38	430
2	2	2.9	0.4	2.56	106.1	956.826021	597.6619466	457260.1233	4412929.18	30	785
2	2	2.6	0.35	1.2	123.2	478.4864888	319.2639419	457411.4672	4412008.547	24	688
1	2	2	0.3	1.2	79.7	326.0400659	706.6799785	457464.9704	4411396.425	32	363
1	2	3	0.3	1.35	88	808.7542778	426.5603891	456943.9241	4412483.113	28	583
1	1	2.5	0.3	0.9	79.3	490.1283752	369.201299	459823.3707	4411275.444	42	360
1	0	1.2	0.2	0.9	59.5	945.7012733	540.7041024	457445.3672	4412504.744	13	330
1	2	2.57	0.3	1.83	89	726.5616459	718.6815575	459063.8429	4411971.381	34	375
1	1	1.5	0.3	1.2	91.8	695.0241038	721.2318886	457799.8652	4411903.786	33	460
1	2	1.5	0.3	0.5	56	180.9932836	235.6282149	457155.5712	4411798.837	33	285
1	1	2.08	0.4	1	56.3	955.3724182	473.3020321	457294.6251	4413147.09	14	303
1	2	2	0.3	0.5	72	518.3305728	153.9564316	457252.4838	4412121.139	25	330
1	1	1.2	0.2	0.9	56	1394.267681	946.4159162	457706.9146	4412914.254	3	249
1	1	1.8	0.15	0.9	56	1183.277592	845.9624493	457759.1177	4412620.006	3	258
1	1	1.2	0.2	0.9	49.7	1211.02546	819.7731481	457502.4084	4412851.375	6	229
1	1	2.46	0.32	1.2	80.6	632.3488538	233.4655085	441841.197	4435493.635	11	680
1	2	2.6	0.3	2.28	91	4025.826153	650.1440374	414628.5296	4396236.269	35	200
1	1	3.8	0.28	0.5	120.1	655.2782975	788.3197268	412653.0896	4395424.246	29	285
1	2	2.2	0.3	2.26	97.3	949.6122247	834.3280755	414811.1086	4395624.79	35	230
1	2	2.5	0.3	0.5	87	425.3799465	995.4499399	412255.9496	4395302.829	36	205
1	2	1	0.3	0.5	120	512.1246176	629.4425169	412690.1028	4395199.423	29	215
1	1	2.6	0.3	2.28	86.7	1560.983729	639.2266748	414448.111	4396248.682	36	209
1	2	1.2	0.3	1.8	94.9	674.3976321	311.9526085	412554.3825	4394261.258	21	206
2	2	1.2	0.2	0.9	133.4	1529.53241	1046.903447	413830.8541	4392811.739	35	265
1	2	1.75	0.35	0.7	109.8	494.2375123	379.6018314	412303.5347	4393916.981	29	240
1	1	1.25	0.5	0.5	89.3	499.2182714	347.4321885	412184.8558	4393949.275	35	212
1	1	2.5	0.3	1	89.6	540.3466153	151.3282494	412383.1072	4394349.295	36	240
2	1	1.8	0.35	0.3	120	350.0774962	707.6593118	412480.3943	4393505.359	29	215
1	1	1.2	0.35	0.5	100.6	993.7905569	1248.790409	412201.9712	4395867.059	35	245
2	1	2.2	0.3	2.26	99.7	923.2094911	685.7857061	414652.0727	4395619.602	35	235
1	2	1.2	0.2	0.5	108.7	9547.162675	922.7801254	413435.1317	4405580.961	24	200
2	2	1.2	0.35	0.55	99.6	518.3495023	628.3796592	412559.7959	4393749.117	37	246
1	1	2.5	0.3	1	92.4	773.0319245	1083.079087	412446.3609	4395634.943	21	200
1	1	1.2	0.3	0.9	99.8	708.0872587	720.7112968	412758.5661	4393787.481	37	238
1	1	1.2	0.2	0.5	92	560.2117497	563.2127412	413139.102	4394356.952	36	200
1	1	1	0.3	0.5	89.1	659.8837173	192.5917335	412176.4022	4394110.709	37	206
1	1	2.6	0.3	2.28	92.8	1797.237904	395.600856	414621.0154	4396492.157	35	215
1	1	2.5	0.32	1	90	563.0202383	283.3373721	412198.9001	4394011.736	27	201
1	1	2	0.3	1	91.3	987.5951214	734.3598449	411584.2829	4395663.592	36	208
1	1	1.2	0.3	0.9	84.7	8389.446128	785.469614	413135.085	4404465.976	36	205
1	2	2.5	0.3	1.2	117.7	821.8360477	823.5714473	414839.3649	4395486.044	25	245
1	2	2	0.34	0.5	121.9	390.7937927	372.4424544	411851.7543	4393724.231	31	255
1	2	1.95	0.3	0.5	112	706.2158687	750.0292116	412822.025	4393614.888	25	220
1	2	1.5	0.36	0.58	86.9	501.3526406	369.7829981	413242.9486	4394539.242	35	205
1	1	1.5	0.3	0.6	97.4	702.0333618	318.2828582	412470.8063	4394068.321	35	236
1	1	1.2	0.2	0.9	90	221.6450712	716.1915245	412355.1761	4393440.049	36	215
2	1	1.64	0.3	0.9	100.5	750.5472577	1224.8236	412257.5628	4395627.714	36	243
1	2	1.5	0.39	0.5	88.6	528.5977141	550.8157525	413171.1838	4394364.083	37	215
2	2	1.2	0.3	0.5	152	639.8419191	690.19762	411679.7719	4395073.643	35	285
1	1	2.1	0.3	0.5	89	524.9445598	141.9412366	424179.942	4397072.818	36	234
2	1	1.3	0.3	0.5	89	1198.217072	398.8969668	424121.8233	4397793.035	39	241
1	2	1.6	0.35	3.98	89	5156.057487	1269.387662	421857.7407	4402438.633	41	282
1	2	1.6	0.35	5.8	89	5228.53702	1341.530761	421827.3952	4402510.99	39	285
2	2	2.8	0.35	5.97	210	1035.313299	682.5227391	451595.3709	4425495.282	26	1525
5	2	1.2	0.5	7	259.7	3795.51495	692.3163749	456979.6393	4437991.746	30	2199
5	2	2.8	0.35	4.18	259.7	773.9407889	534.45488	451823.2005	4425740.722	30	2199
6	1	1.5	0.3	0.55	473	332.9241307	157.8966204	444781.8175	4415734.097	36	2280
3	2	5	0.3	1.98	297	28.42691301	331.1997974	444124.7361	4414908.641	40	1280
3	2	1.2	0.4	0.9	258	678.4723203	302.8330811	443321.3517	4415254.505	21	860
0	2	1.2	0.3	0.9	18	1392.910251	393.5853529	444589.8827	4419662.887	24	320
1	2	2.5	0.3	0.55	82	550.1738312	138.5629705	444281.7792	4419759.367	11	930
1	2	3	0.4	1.5	66	285.3467224	437.4121261	443796.1594	4419960.335	12	899
1	1	2.9	0.2	1.2	64	465.4794528	124.8361557	444199.0932	4419626.093	12	888
1	2	3	0.3	0.55	50.3	33.98117476	206.8554754	443766.9058	4419666.823	19	650
0	1	1.2	0.2	1.2	20	525.062172	83.90736095	444879.074	4419534.341	36	300
1	2	1.2	0.1	1.79	94.5	220.0698666	347.0122787	443623.3161	4419870.326	33	1260
1	1	1.3	0.2	0.9	76.9	610.2278749	289.3355786	443320.3353	4419190.557	6	875
1	1	1.2	0.2	1	81.6	257.8233324	76.1713922	442711.6518	4419418.913	1	1050
1	2	1.2	0.3	3	104.1	363.7736431	374.12179	444044.3863	4419875.814	27	1250
1	1	1	0.25	1	70.2	657.3638381	278.2484634	444352.769	4419911.953	6	930
2	2	1.2	0.2	3.5	179.1	735.7757263	273.0018651	443306.4709	4415343.696	40	1080
7	0	1.1	0.4	8.8	353.4	1823.27475	2187.35817	459217.8728	4433918.652	36	3800
5	0	0.59	0.35	9.3	594	3049.839867	2572.474991	456335.7542	4442780.734	27	2350
2	2	2	0.3	0.55	153.4	566.9704423	311.7875326	444247.0524	4419929.056	18	1764
1	2	3	0.3	1.5	44.2	557.6227881	94.05152864	444302.7422	4419064.104	13	580
0	1	1	0.4	1	16.2	286.6974526	268.1688851	445190.8874	4419558.597	7	260
1	1	1.2	0.2	1.2	76.9	529.4921971	35.47952774	443408.604	4417467.313	3	1160
3	2	2.6	0.4	0.5	348	1013.366889	390.866382	439576.5595	4417843.545	37	3600
4	1	1.5	0.3	0.5	377.9	1169.686669	582.4283093	440238.1666	4418066.831	36	2050
1	1	3	0.3	0.5	52.9	458.3142308	421.5956284	441711.956	4420263.495	7	604
1	2	2.5	0.3	0.8	76.7	340.1169877	377.5435227	441806.9748	4420179.05	17	866
5	2	2.8	0.4	1.94	366.9	1126.518092	259.6216718	440137.5878	4418440.691	36	1290
4	3	1.05	0.3	3.5	396.2	1529.182898	292.8509421	462447.6247	4434321.232	35	1800
2	2	3.8	0.3	7	151.2	332.0754599	145.689369	453281.6701	4418436.263	26	1450
2	2	3.8	0.4	2.2	150.5	841.938443	139.8355242	443147.9144	4415268.441	25	1860
4	2	0.3	0.3	1.2	1065.4	470.891405	33.34882625	443981.2925	4424169.058	21	7600
1	1	2.5	0.45	1.3	70.6	397.6181603	48.88867034	440752.572	4419570.023	29	770
2	2	2.5	0.36	3.95	230.7	476.4418382	641.3498478	441647.4762	4420492.813	28	2950
1	1	2	0.3	1	71	77.58479461	364.541691	441051.6541	4419684.973	29	850
1	1	1.5	0.3	1.6	60.4	37.9037024	280.9091899	441952.534	4419902.113	1	655
1	0	2	0.25	2.5	70.9	20.15429401	353.4164394	441276.6824	4419755.096	6	852
1	2	1.5	0.3	1.2	53.5	172.1365351	120.5757171	441542.9339	4419758.569	18	475
1	2	1.2	0.25	0.5	83.6	1744.477903	271.5740089	459839.3798	4418773.808	21	552
1	2	2.8	0.35	1.92	108.9	937.805349	766.6603044	458853.5989	4418241.825	24	665
1	2	1.2	0.3	1.92	115.7	80.83125951	384.6123344	457776.479	4418605.105	24	660
1	2	1.81	0.3	1.5	61.1	211.5142247	578.9264169	458229.3369	4417838.963	15	405
1	1	1.2	0.3	0.5	57.8	466.0811954	153.5392682	458249.8544	4418356.308	15	300
1	2	2.5	0.35	4.5	95.1	429.6703672	250.1568109	458228.6921	4418671.022	24	665
1	1	2.5	0.3	0.5	62.8	190.6124213	243.9161244	457876.8076	4418311.495	13	350
1	2	2.6	0.32	2	38.3	75.61109325	532.4125761	457599.1559	4418574.593	26	258
1	2	2.2	0.3	1.64	121.6	647.6911629	349.9560601	458453.5762	4418399.674	21	828
1	1	1.6	0.3	1.63	85.2	707.2047101	419.6485371	458521.492	4418441.643	21	518
2	1	1	0.3	1	105.5	357.6404127	295.8295818	452258.3523	4419596.131	21	620
2	2	2.8	0.35	1.92	115.5	831.3324886	806.1420146	458854.3356	4417858.614	22	569
1	2	2.6	0.3	0.7	125.2	1743.208016	409.6582732	458930.8584	4415193.205	27	520
1	1	2.53	0.33	2.2	42.4	549.8142153	623.2285136	458569.4482	4417822.71	25	305
4	2	0.7	0.5	4.2	479.3	2021.084834	1121.701249	458725.9517	4413524.947	26	3300
1	3	1.2	0.3	0.5	103.7	750.7287049	583.548161	452257.1598	4421013.072	26	625
1	2	0.69	0.35	0.9	55.6	179.4294534	41.10432971	460969.1118	4417193.57	32	314
3	1	2.8	0.3	2.98	312	1092.144262	315.5338028	445528.5026	4398267.583	33	1110
2	1	1.36	0.36	0.7	187.2	994.1564564	391.4867948	443546.1176	4397933.823	23	695
3	1	2.5	0.3	2.9	145.2	1420.324886	450.3062732	443482.7486	4396861.92	28	720
2	1	1.9	0.35	3.98	167.4	836.6427718	127.7620683	440756.6668	4402072.207	37	1050
3	2	2.6	0.5	2.95	186	1193.851936	388.427397	442751.7876	4401766.715	33	1000
